Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5279.727539
FDR21,OUT045,2796.34436
NCW29,OUT035,2150.182068
FDO11,OUT013,4049.209229
NCM31,OUT049,2331.549438
FDV35,OUT019,556.210083
FDF58,OUT017,1160.518188
NCE43,OUT049,2742.214233
FDA02,OUT035,2345.134521
DRL37,OUT010,1194.016479
FDR24,OUT018,1240.567627
FDW59,OUT049,1457.707336
FDS22,OUT049,890.0929565
FDW24,OUT017,981.8424072
FDU24,OUT035,1608.93158
FDA21,OUT027,4407.416748
FDH58,OUT027,3324.240173
FDW36,OUT018,1399.315186
FDI45,OUT027,4238.45105
FDU01,OUT018,2736.104248
FDF35,OUT027,3211.209473
FDU43,OUT019,1926.743225
FDE24,OUT019,390.1407471
FDK50,OUT049,2729.495483
FDG31,OUT045,1032.822388
FDC60,OUT045,1483.587097
FDL36,OUT013,1490.184387
FDP21,OUT013,3083.58728
FDW16,OUT045,1471.425903
FDX02,OUT017,3649.410461
FDQ58,OUT027,3907.806519
FDT51,OUT046,1836.716736
FDD59,OUT049,1449.931335
NCM42,OUT018,1451.957397
FDA57,OUT018,399.3154907
FDZ48,OUT035,1846.870117
FDE46,OUT045,2415.589783
NCZ30,OUT019,12.46179199
FDB56,OUT017,3202.511108
FDA25,OUT027,3201.555298
FDD20,OUT013,2065.069275
FDL25,OUT013,1563.272461
NCO18,OUT049,2882.763733
FDJ45,OUT017,922.2232056
FDR12,OUT035,2808.848328
NCF19,OUT010,1153.060059
FDK25,OUT046,2678.332092
NCR17,OUT046,1833.595154
FDC52,OUT046,2426.945679
NCA54,OUT017,2990.258911
FDR45,OUT010,1870.856445
NCM19,OUT049,1901.15271
FDF39,OUT027,5612.178528
FDX23,OUT049,1668.118286
FDD58,OUT027,3049.570435
FDX28,OUT013,1617.125
NCD31,OUT013,2593.349487
FDU57,OUT018,2155.639404
FDI27,OUT046,763.7320557
NCM42,OUT046,1714.163269
FDD32,OUT027,2847.909851
FDI34,OUT013,3682.40271
NCM29,OUT049,2177.245605
FDG46,OUT018,1577.230896
DRC01,OUT010,1061.803467
FDB15,OUT027,5541.092468
NCA17,OUT027,3840.492004
FDF10,OUT046,2375.570679
FDR26,OUT027,4244.373901
FDI02,OUT049,1955.661011
NCM54,OUT010,92.37683105
FDF14,OUT013,2479.443359
FDJ33,OUT010,50.75378418
FDM20,OUT035,3970.249207
FDC03,OUT027,4545.722534
NCX05,OUT046,1855.344421
NCM41,OUT027,2933.889526
NCU29,OUT010,447.6873779
FDQ59,OUT017,1549.997498
FDH46,OUT010,236.8699951
FDH09,OUT013,1066.390198
NCD06,OUT045,725.3300781
FDC15,OUT035,2451.755493
DRD37,OUT027,2193.55835
FDT28,OUT027,3805.949219
FDR28,OUT027,4077.911865
FDT38,OUT017,1490.347595
FDV34,OUT027,2720.578857
FDY52,OUT035,1053.917358
FDB34,OUT013,1422.639893
DRL23,OUT018,1431.192688
DRB24,OUT046,2445.027466
FDJ50,OUT046,932.7924805
FDQ49,OUT035,2560.568176
FDP20,OUT035,2075.249084
FDV19,OUT027,4063.321777
NCR54,OUT045,3058.013489
FDO09,OUT010,2214.729797
FDS57,OUT018,1988.481506
FDN10,OUT049,1976.682678
FDV23,OUT049,2105.986816
FDY28,OUT049,3489.751587
DRG51,OUT013,2626.986572
FDD45,OUT019,384.2807617
NCL18,OUT027,4452.503601
NCM29,OUT013,2120.776611
FDF17,OUT027,4541.886902
FDE22,OUT017,2711.872131
FDQ22,OUT017,777.755127
FDS01,OUT013,2924.060913
FDW35,OUT027,2180.110229
FDJ33,OUT046,2020.598389
NCF54,OUT035,2744.560303
FDE09,OUT013,1840.930603
NCE06,OUT045,2517.456055
DRH49,OUT049,1390.040161
FDY43,OUT045,2718.209229
NCT05,OUT017,4166.716492
FDZ34,OUT045,3055.33136
FDL38,OUT017,1640.798462
FDZ31,OUT017,3221.705994
FDR14,OUT035,902.5354004
NCN54,OUT049,1347.79303
NCC42,OUT027,3676.149109
FDK08,OUT017,1826.267944
FDP59,OUT013,1780.273071
FDV22,OUT035,2593.100342
FDD33,OUT035,3775.078674
DRE60,OUT027,5001.326782
FDK52,OUT046,3559.799072
FDA02,OUT017,2477.261414
FDM56,OUT049,1883.738037
FDE57,OUT035,2345.984802
FDM32,OUT045,1461.793762
NCQ30,OUT027,3369.38678
FDQ27,OUT027,3179.204468
FDT60,OUT027,3448.547485
FDU43,OUT049,3967.217712
NCO55,OUT035,1740.413818
FDG02,OUT045,3056.997375
FDJ28,OUT013,3040.872803
FDP40,OUT045,1809.324341
FDJ38,OUT045,3087.744629
NCC54,OUT017,3946.061829
NCZ41,OUT046,1997.649719
FDK38,OUT019,500.6151123
FDU52,OUT013,2480.085205
FDC40,OUT046,1234.544983
NCR30,OUT017,1315.641418
NCN18,OUT017,1890.499084
FDB50,OUT035,1335.170898
FDG04,OUT013,3003.036011
FDR26,OUT035,2817.961426
NCT17,OUT018,2710.16571
FDX35,OUT027,5085.218628
FDS12,OUT046,2019.572266
NCZ29,OUT027,3454.587158
FDB38,OUT010,730.0271606
FDP12,OUT013,714.0717773
FDP22,OUT046,884.1002808
FDS26,OUT018,3786.0672
FDR52,OUT046,3059.337769
DRJ13,OUT046,2542.683289
FDU48,OUT027,3544.744263
FDE29,OUT035,1006.439087
NCT29,OUT049,2039.888245
DRK37,OUT018,2699.718445
FDK55,OUT046,1427.850281
FDR07,OUT046,1576.177429
FDO21,OUT027,5050.748657
FDK46,OUT049,4208.307922
FDB12,OUT045,1705.742676
FDT31,OUT027,4489.855896
FDJ33,OUT045,2008.847046
FDC26,OUT027,3229.502686
NCQ02,OUT045,2949.66217
FDP08,OUT010,1200.477905
FDB11,OUT027,5050.604004
FDV55,OUT013,2394.933899
FDW20,OUT049,2081.67804
NCJ18,OUT019,45.42120361
FDC41,OUT018,915.4957886
FDE14,OUT027,3160.863892
FDG35,OUT013,2896.505432
FDF45,OUT035,1079.521362
FDS19,OUT027,2784.73822
FDS58,OUT019,681.1928101
FDA26,OUT017,3624.552917
FDM32,OUT049,1557.691711
FDL45,OUT046,2020.9776
FDZ55,OUT049,2682.684204
FDY37,OUT049,2432.939514
FDO46,OUT046,3074.465637
FDQ60,OUT046,1955.055359
FDA19,OUT018,1841.437866
FDL15,OUT046,2462.002075
FDM10,OUT018,3081.849854
NCL05,OUT017,853.5178223
DRK49,OUT010,1225.27478
NCE18,OUT027,5393.895386
FDG40,OUT049,665.9177856
DRI59,OUT045,3508.254333
FDK28,OUT035,4073.843872
NCD06,OUT019,1178.149658
FDO11,OUT019,2113.946411
FDK27,OUT046,1931.690491
FDT43,OUT027,2327.812073
FDD38,OUT018,1449.174866
FDA16,OUT049,3560.674744
FDL14,OUT027,3980.6474
NCM17,OUT049,826.4758911
FDD20,OUT045,2012.160767
FDA40,OUT045,1431.065186
FDL43,OUT045,1265.034119
FDV15,OUT045,1626.496155
FDE52,OUT046,1451.608459
NCL17,OUT010,368.4060669
NCJ31,OUT045,3721.073914
FDR60,OUT045,1249.798706
NCA18,OUT035,1872.671631
FDS21,OUT027,2531.783569
FDW09,OUT035,1365.063721
FDL26,OUT035,2533.060547
FDS47,OUT018,1156.106628
FDC39,OUT046,3203.878296
FDT51,OUT035,1891.822693
FDK40,OUT035,4189.181824
NCG19,OUT045,3656.450684
FDZ07,OUT046,1086.291443
FDF08,OUT027,2961.889282
FDO04,OUT013,927.2727661
FDK41,OUT018,1034.623352
FDP15,OUT049,4129.438538
NCD43,OUT018,1384.845764
NCP18,OUT013,2377.255859
FDZ51,OUT046,1551.488464
DRH13,OUT035,1779.119751
FDF38,OUT045,745.3328247
NCI43,OUT045,777.5587158
FDM38,OUT027,2415.561951
FDS03,OUT013,1096.390869
DRJ47,OUT017,2870.055725
FDT50,OUT010,368.0288086
FDV02,OUT046,2692.498169
NCG18,OUT017,1786.454773
FDW52,OUT046,2641.327026
FDS40,OUT035,648.913147
FDN31,OUT017,3203.434753
FDA37,OUT045,2033.961609
FDA15,OUT046,3911.954224
FDL39,OUT046,2868.195496
FDJ53,OUT045,1916.288452
FDX22,OUT013,3411.78717
NCZ42,OUT045,3737.746216
FDD56,OUT027,4313.871765
FDD40,OUT017,3211.846802
FDS50,OUT013,3473.750427
NCN14,OUT013,2937.202332
FDT15,OUT013,2990.476074
NCS18,OUT027,3156.984314
NCO26,OUT010,116.3312378
FDF58,OUT018,737.5565796
NCB19,OUT013,1394.541626
FDH26,OUT017,2467.670288
DRB24,OUT027,3870.990601
FDA49,OUT018,1146.542725
FDB32,OUT045,1566.9776
FDI36,OUT017,3303.845154
NCA17,OUT010,456.6256714
FDH22,OUT013,2014.378113
NCM26,OUT018,2142.956848
FDT15,OUT027,4408.826355
FDB16,OUT018,1090.476501
NCP54,OUT027,3398.146179
FDJ36,OUT013,1708.384583
FDO28,OUT045,1882.603333
FDU09,OUT013,966.5639038
FDF29,OUT017,2228.61438
FDY08,OUT013,2327.016479
DRJ59,OUT018,365.2106934
FDT23,OUT027,2788.204651
FDU15,OUT018,418.6522217
FDT47,OUT013,1655.589478
FDI53,OUT019,713.3658447
FDR59,OUT018,3912.950867
FDD53,OUT035,710.7832642
FDY51,OUT017,3621.300293
FDT04,OUT049,705.7457886
FDU51,OUT049,2940.740967
FDG14,OUT035,2542.135498
NCU06,OUT045,3599.876953
DRG25,OUT046,2939.303894
DRH49,OUT035,1387.45752
FDN15,OUT035,2280.052856
FDL43,OUT018,977.1608887
NCT18,OUT049,2958.935059
NCB31,OUT013,4107.20929
FDK57,OUT035,1949.017944
FDY04,OUT019,714.4830322
NCP54,OUT046,1919.629272
FDF41,OUT013,3852.394592
FDM01,OUT045,1686.620056
FDW03,OUT045,1723.36969
FDF28,OUT045,1975.111816
FDY37,OUT017,2486.145813
FDQ03,OUT017,3934.19873
FDP51,OUT027,3413.515198
FDJ40,OUT017,1944.837097
FDC32,OUT049,1628.089172
DRI49,OUT027,2725.294495
NCW54,OUT017,1018.831055
FDF09,OUT017,831.6310425
FDP45,OUT018,3721.451904
DRJ23,OUT018,2696.586792
FDS59,OUT017,1981.302551
FDY08,OUT046,2271.236023
FDX16,OUT049,2425.618408
FDY16,OUT018,2661.976501
FDK32,OUT035,2554.736023
FDQ22,OUT013,696.1324463
NCC31,OUT018,2183.684143
FDG58,OUT049,2576.644226
DRF48,OUT013,3013.066162
DRH36,OUT049,1274.738647
NCR30,OUT035,1239.656311
FDB03,OUT019,1883.170349
FDZ28,OUT027,3488.761353
FDR35,OUT017,3306.358521
DRD15,OUT027,5129.560303
FDJ33,OUT019,111.661438
FDA56,OUT010,62.21777344
FDP56,OUT046,839.6622314
NCT30,OUT046,767.6428833
FDK15,OUT017,1755.310913
FDH44,OUT018,2134.335632
FDV01,OUT013,2556.999268
DRG03,OUT017,2570.764954
FDG50,OUT027,2941.158203
FDR16,OUT010,1488.138306
FDZ60,OUT046,1720.925903
DRG03,OUT045,2443.500732
FDS56,OUT018,3972.632324
FDU33,OUT045,766.3189697
DRD27,OUT035,1652.002441
FDW22,OUT046,3563.595093
DRA24,OUT045,2604.376282
FDF38,OUT049,836.557312
FDX48,OUT013,2537.359985
FDS58,OUT018,2327.481567
FDC32,OUT046,1523.684937
NCQ29,OUT045,4102.402161
DRK39,OUT018,1090.534912
NCS38,OUT017,1936.689331
DRO47,OUT013,1823.658447
DRG27,OUT027,2153.255127
FDC57,OUT027,4562.689575
FDS55,OUT046,2371.976624
NCJ06,OUT018,1611.597046
FDO01,OUT019,236.3556519
NCM55,OUT045,2914.566223
FDC52,OUT049,2529.823059
FDQ15,OUT045,1310.89447
NCT30,OUT027,2205.675049
NCR42,OUT027,1978.326172
FDD28,OUT035,979.0880127
FDQ34,OUT049,1751.125244
FDZ12,OUT027,3721.533508
DRE13,OUT019,516.9013062
NCN07,OUT019,216.1723022
FDM28,OUT035,2897.035645
FDI10,OUT017,2901.433716
FDQ25,OUT013,2821.1474
FDA38,OUT010,1867.871521
DRI13,OUT049,3508.838379
FDY20,OUT027,2979.493042
NCZ53,OUT035,3022.584717
NCM31,OUT013,2306.274292
DRB01,OUT017,3116.094116
DRF37,OUT046,4106.635437
NCF42,OUT049,2850.691284
FDF16,OUT018,2069.148376
FDB41,OUT013,836.9890747
FDR34,OUT013,3669.0495
FDR15,OUT018,2255.884338
NCV42,OUT019,129.5814819
FDW51,OUT035,3448.163025
FDU36,OUT017,1720.824036
FDX60,OUT049,1410.656433
FDY03,OUT035,1903.509827
FDW55,OUT045,3991.013794
FDT01,OUT010,1480.483154
FDG58,OUT013,2524.884766
FDK21,OUT017,4088.929138
NCS41,OUT019,990.0375977
FDS10,OUT045,2867.416992
NCT53,OUT046,2623.649841
FDJ28,OUT018,2732.267761
FDX44,OUT045,1444.311768
FDT20,OUT018,412.9903564
FDO44,OUT017,1935.625
NCX17,OUT049,3788.094604
FDY01,OUT017,2060.123962
FDJ12,OUT027,4817.730713
DRK35,OUT018,351.0881348
FDD47,OUT019,814.5643921
NCM53,OUT035,1750.012146
FDO45,OUT013,1485.696472
NCM42,OUT010,179.7616577
FDE04,OUT046,2864.613953
NCI30,OUT027,5330.671875
FDZ19,OUT013,2835.052368
FDW57,OUT013,2875.023987
FDA25,OUT013,1745.729248
FDT22,OUT046,956.3084717
FDP51,OUT013,1977.134766
FDD48,OUT027,3322.64209
FDY39,OUT035,3002.679871
FDO48,OUT010,1649.302002
FDD23,OUT027,4466.273315
DRN35,OUT027,2080.040283
FDT01,OUT035,3482.306213
FDC20,OUT010,966.4050903
DRJ35,OUT035,1078.809692
FDB32,OUT046,1550.655579
FDL24,OUT046,2807.244507
NCV42,OUT035,1831.333679
FDZ46,OUT046,1749.394897
FDC15,OUT013,2435.286072
FDD08,OUT019,1216.043152
FDY50,OUT049,1488.0401
FDD36,OUT013,1952.344421
FDG57,OUT027,2294.178162
FDL21,OUT018,457.4828491
FDN16,OUT027,3109.745178
FDJ09,OUT027,2206.962646
FDS01,OUT010,975.9574585
FDV33,OUT017,4293.999146
DRE12,OUT017,1953.605225
FDR07,OUT013,1624.150635
FDP48,OUT010,1053.876831
NCB55,OUT035,946.3479004
FDQ08,OUT013,1096.504089
FDR34,OUT035,3741.630493
FDO33,OUT046,1788.477051
FDP13,OUT045,697.3543091
FDX12,OUT049,3976.543762
NCT06,OUT049,2711.199341
FDR16,OUT019,1506.368103
FDE36,OUT046,2678.989014
FDZ36,OUT049,3078.990784
FDV13,OUT045,1488.117188
NCZ17,OUT035,657.0234985
FDU56,OUT045,2934.481567
FDM09,OUT035,2793.44104
FDV02,OUT017,2825.162842
FDS34,OUT018,1562.123657
FDA11,OUT049,1645.770813
FDP09,OUT017,3491.073059
FDB29,OUT027,3305.48938
FDT19,OUT017,2962.968018
DRH15,OUT017,876.3398438
FDY38,OUT046,3679.727112
FDF14,OUT027,3906.374451
FDN48,OUT010,410.2423706
FDQ12,OUT013,3688.121094
NCJ43,OUT045,2711.253113
FDE17,OUT019,544.9459229
FDB05,OUT035,3955.137817
FDH10,OUT045,3036.578064
NCR06,OUT017,809.5684814
FDU32,OUT018,1710.815063
FDD56,OUT049,2919.198975
FDO36,OUT018,2599.447571
FDH16,OUT010,458.1188965
FDX10,OUT018,354.4389648
FDZ37,OUT017,1650.375427
FDU31,OUT010,1618.009705
DRC49,OUT049,2337.790527
FDL15,OUT045,2422.225159
FDN32,OUT019,1090.210266
DRH59,OUT027,2661.98114
NCU29,OUT049,2451.849792
FDR37,OUT019,1071.696655
FDS14,OUT018,2179.018127
FDU02,OUT027,4987.405762
FDJ08,OUT035,3129.151855
NCZ06,OUT045,3950.801453
FDO31,OUT049,1503.341309
FDH31,OUT018,1407.87262
FDS58,OUT017,2730.184998
NCA53,OUT027,2269.471985
FDF50,OUT046,3166.628662
NCW42,OUT049,3582.845459
NCQ17,OUT045,2455.729736
FDK51,OUT018,3852.183228
NCW41,OUT010,590.8617554
NCR29,OUT017,1049.953613
FDB08,OUT019,670.9118652
FDA40,OUT027,2850.660889
FDL14,OUT018,2313.364502
FDB47,OUT046,3278.795227
FDO03,OUT035,3712.418152
DRK13,OUT019,1187.858887
FDX13,OUT010,2040.910522
FDF52,OUT046,2881.873169
FDT11,OUT013,3082.078064
FDB08,OUT013,2613.713623
FDQ28,OUT018,2215.812744
FDD29,OUT045,3962.854309
NCQ29,OUT027,5564.581177
NCO02,OUT013,1080.841492
FDR56,OUT010,1245.137634
NCM54,OUT049,2067.599731
FDP51,OUT035,1962.45697
FDT38,OUT013,1355.792175
FDZ20,OUT018,3760.223633
FDJ53,OUT013,1938.611816
FDX13,OUT049,4068.638062
FDP58,OUT035,3514.792053
NCK31,OUT019,1044.117676
FDA35,OUT018,1741.206299
FDV37,OUT018,2939.019653
NCO07,OUT027,4825.128906
FDA20,OUT045,2993.793274
FDZ59,OUT035,2765.834534
NCY17,OUT017,863.4133911
FDQ28,OUT035,2506.176941
FDV35,OUT017,2595.893677
FDQ36,OUT013,659.7560425
FDD34,OUT018,2322.887207
FDK51,OUT045,4117.395813
FDV31,OUT035,2863.515747
FDR04,OUT035,1584.246338
FDR14,OUT049,944.0109863
DRC36,OUT010,876.310791
FDE39,OUT019,6.008117676
FDP57,OUT049,1769.519165
FDE57,OUT046,2293.993774
NCN18,OUT046,1743.891968
NCQ05,OUT018,2116.849182
FDW47,OUT035,1982.692383
FDV46,OUT035,2250.879517
NCP29,OUT045,1003.356689
FDE09,OUT018,1541.674011
NCU06,OUT027,5046.128662
FDT19,OUT010,887.3580322
DRF15,OUT017,2571.077271
DRI51,OUT013,2739.522156
NCX54,OUT013,1679.438538
DRE01,OUT013,3802.781433
NCB07,OUT045,3045.447144
FDU50,OUT035,1875.567261
FDG40,OUT035,615.0424194
FDW10,OUT018,2499.080017
FDX51,OUT013,3165.404785
NCP17,OUT045,1021.243958
FDP21,OUT035,3073.59198
FDL04,OUT045,1642.090698
FDV23,OUT013,2002.822876
FDF24,OUT046,1370.391541
FDH56,OUT027,3351.131653
FDB51,OUT049,1070.714294
FDI58,OUT027,3017.727966
FDR20,OUT013,894.7713623
FDC51,OUT018,1698.77594
FDB16,OUT027,2803.014771
FDE40,OUT049,1077.993652
NCM17,OUT035,777.1720581
FDU56,OUT035,3018.475647
FDS32,OUT019,434.6583252
FDX02,OUT049,3597.789856
FDT39,OUT027,3939.930786
FDE35,OUT017,1159.136169
NCI42,OUT019,1411.218872
DRL23,OUT046,1712.083069
FDA10,OUT046,1929.180481
FDA11,OUT013,1584.640381
NCM06,OUT046,2430.216003
NCT05,OUT035,4118.71106
NCQ02,OUT010,1022.257202
NCY06,OUT049,2135.569885
FDY56,OUT035,3676.176147
FDL02,OUT035,1790.32843
NCI06,OUT035,2851.051819
FDQ14,OUT045,2333.602478
FDQ12,OUT017,3761.945557
FDP36,OUT046,850.6315308
FDK21,OUT027,5415.67627
FDO40,OUT045,2323.943909
NCK54,OUT019,42.4598999
FDY09,OUT018,2530.178833
NCW30,OUT049,4192.701599
NCC55,OUT027,2033.752563
FDE58,OUT018,1595.854858
FDR39,OUT013,2953.290283
FDU28,OUT049,3071.388611
FDH08,OUT017,3793.407288
FDG35,OUT045,2850.852356
FDG22,OUT049,735.7454224
FDC34,OUT035,2553.999634
FDP15,OUT018,3745.63501
FDK34,OUT010,1866.566528
FDU45,OUT035,1945.002686
FDQ04,OUT027,2093.845581
FDX22,OUT018,3090.716797
FDB45,OUT017,1848.126709
NCH43,OUT027,4849.38739
DRE60,OUT046,3506.356079
FDD17,OUT027,5165.413269
NCM54,OUT017,2144.155579
NCH55,OUT013,2039.318054
NCT06,OUT017,2737.909851
FDA48,OUT027,4946.082275
FDY58,OUT027,5057.439636
FDO25,OUT045,3351.596558
FDN50,OUT045,1596.52417
FDH35,OUT035,2697.148804
FDK09,OUT045,3568.977295
FDO16,OUT013,1357.037048
FDW11,OUT045,1045.252136
FDU47,OUT027,3738.763977
NCQ42,OUT010,109.3800049
FDK55,OUT027,2903.572266
FDN08,OUT049,2032.706543
FDT57,OUT045,3745.380066
FDJ12,OUT018,3061.235352
DRL59,OUT017,1019.106201
NCN53,OUT046,604.3631592
FDO51,OUT010,1125.335327
FDK56,OUT017,3150.167542
FDY12,OUT035,946.541748
FDU15,OUT035,721.940979
FDQ19,OUT046,3925.132019
DRF15,OUT045,2445.348022
DRE25,OUT019,441.1599121
FDK57,OUT018,1622.30835
FDD33,OUT010,1759.632324
FDR34,OUT027,5110.067566
FDU04,OUT045,1920.14447
FDE35,OUT019,830.8619385
NCD31,OUT035,2614.516479
FDJ56,OUT035,1669.652161
NCU53,OUT046,2619.051697
FDD39,OUT035,3401.036255
NCU17,OUT019,252.8215332
FDJ20,OUT046,2035.898376
NCW41,OUT018,2222.235718
FDL52,OUT035,719.5321655
FDS39,OUT035,2319.378906
DRJ47,OUT045,2753.683472
FDP13,OUT010,1191.218567
DRK39,OUT010,573.9713745
FDF28,OUT010,125.7728271
FDB09,OUT045,2027.918945
FDM51,OUT046,1665.264893
DRM49,OUT018,480.4521484
DRF23,OUT013,2822.130249
DRH01,OUT035,2759.256653
FDH12,OUT027,3170.543945
FDA28,OUT019,119.0571289
FDW37,OUT018,1196.459229
FDF02,OUT046,1689.938049
DRL37,OUT046,706.7503662
NCF43,OUT046,2228.998474
FDH08,OUT010,1741.898376
FDR34,OUT019,1778.07489
NCK19,OUT049,3166.355591
NCD55,OUT018,413.6508179
FDT27,OUT049,3836.988831
FDQ57,OUT045,2333.509705
FDA47,OUT035,2667.164246
DRG15,OUT027,2482.618652
FDE05,OUT018,2069.532837
FDN46,OUT046,1640.701538
FDX27,OUT027,2929.563049
FDT51,OUT045,1818.768005
FDU33,OUT013,802.7044678
FDJ16,OUT027,2393.297668
FDD20,OUT019,108.5388184
FDT36,OUT049,664.7109375
DRF15,OUT027,3883.183777
FDN52,OUT010,499.0530396
FDC22,OUT027,4501.632385
FDX15,OUT045,2524.328979
FDT13,OUT013,3038.361206
FDU04,OUT017,2073.940186
FDU31,OUT019,1610.690796
FDW59,OUT027,2841.323303
NCO29,OUT046,2627.377869
FDL15,OUT035,2481.275208
FDI41,OUT049,2430.924377
FDQ48,OUT049,1731.111816
DRI39,OUT013,942.3768921
FDI08,OUT013,4064.592529
FDC21,OUT049,1942.362
FDF58,OUT035,1078.221802
FDS08,OUT010,946.6187744
FDE47,OUT045,1989.979858
NCP18,OUT019,504.812439
NCR41,OUT013,1583.44519
FDA27,OUT013,4043.501587
FDA43,OUT035,3159.580994
FDA49,OUT045,1415.736877
NCE55,OUT018,2518.868408
DRM49,OUT027,2217.385071
FDF22,OUT027,4834.860107
FDQ15,OUT018,1054.125549
NCS54,OUT017,2898.000732
NCY05,OUT013,645.8261719
FDR45,OUT046,3788.243652
FDK57,OUT049,2029.480042
FDF41,OUT010,1954.390869
FDV21,OUT046,2002.875427
FDD51,OUT046,699.8359985
FDF33,OUT046,1962.58197
FDA38,OUT046,3734.886963
FDR56,OUT045,3156.777893
NCN41,OUT017,2084.637573
FDC60,OUT027,2906.950073
FDB47,OUT045,3273.283569
DRH01,OUT013,2784.842346
FDW08,OUT046,1702.625977
FDF38,OUT027,2192.019836
FDY32,OUT017,2754.57782
FDG34,OUT049,1897.359253
FDG47,OUT019,2246.569519
NCF18,OUT035,3017.329529
FDL39,OUT019,970.1380005
NCH55,OUT035,2033.996094
DRJ35,OUT049,1099.690796
FDS44,OUT035,3879.347656
DRE01,OUT018,3486.228943
FDY39,OUT013,3009.562134
FDY32,OUT018,2317.635864
FDR33,OUT027,3235.694092
NCP50,OUT049,1402.098572
FDZ47,OUT018,1349.304321
FDU57,OUT049,2553.46814
FDY44,OUT013,3195.617615
DRH59,OUT018,930.6655273
FDB03,OUT027,5219.969299
FDY46,OUT045,2945.270508
FDM39,OUT045,2760.580078
FDY36,OUT035,1283.71283
NCM55,OUT035,2953.371887
FDJ50,OUT010,997.5223999
DRL60,OUT013,2421.623291
NCJ54,OUT049,3736.524719
FDX59,OUT017,735.8607788
FDI07,OUT013,3229.12207
DRF51,OUT010,1287.645752
FDM14,OUT017,1945.466003
FDP21,OUT045,3014.552185
FDE40,OUT035,1069.20752
FDE05,OUT035,2416.45166
FDM13,OUT027,3581.45282
FDC34,OUT027,3956.371521
NCI55,OUT018,1663.394592
NCE43,OUT018,2363.074951
FDW58,OUT018,1444.892334
FDG60,OUT045,3696.251099
FDV31,OUT017,2967.498962
FDR47,OUT013,3112.347412
FDM60,OUT019,1165.830139
NCF06,OUT018,3781.459473
NCN26,OUT027,3292.567383
FDQ59,OUT049,1538.884705
FDF09,OUT046,670.8616943
NCS06,OUT017,4289.296204
FDT44,OUT046,1913.218628
FDI19,OUT017,4006.097412
FDT22,OUT017,1112.278992
NCF54,OUT027,4133.479614
DRG25,OUT045,2924.467651
FDB59,OUT017,3270.330078
FDQ37,OUT017,3226.77179
FDP56,OUT035,888.5375977
FDW44,OUT035,2862.046326
FDJ26,OUT010,1548.038879
FDU43,OUT018,3547.594238
FDW33,OUT045,1661.584717
NCX53,OUT027,3737.756714
FDN56,OUT010,475.1099854
DRF15,OUT049,2527.225098
FDO33,OUT017,1964.730225
FDZ39,OUT010,189.9105225
NCJ19,OUT017,1024.762695
FDU01,OUT035,3045.600098
FDT12,OUT035,3645.183472
NCM18,OUT018,703.0331421
FDP19,OUT017,2212.195557
NCR42,OUT049,638.5281982
FDN10,OUT046,1898.746521
FDG44,OUT017,1075.688293
FDQ10,OUT046,2725.580872
DRH13,OUT049,1781.702698
FDT52,OUT013,3924.182556
FDM56,OUT045,1795.625061
NCO43,OUT010,292.9625244
NCV29,OUT035,2858.106018
NCF06,OUT013,4116.54895
FDO50,OUT035,1550.892456
FDT59,OUT013,3683.142273
FDX40,OUT027,2042.991882
FDE50,OUT017,3177.425049
FDX51,OUT017,3320.265198
NCD30,OUT018,1281.58313
FDK15,OUT013,1647.300354
FDL12,OUT045,1024.481628
FDK46,OUT017,4235.00531
DRH49,OUT010,621.7908325
FDQ57,OUT046,2345.233948
FDY59,OUT017,1664.014221
FDO09,OUT018,3873.247681
NCG30,OUT035,2022.752319
FDM09,OUT017,2853.826721
NCN17,OUT027,3071.803223
NCS42,OUT013,1451.488586
FDD02,OUT019,8.584655762
FDE34,OUT013,2910.359741
FDU38,OUT045,2991.104797
FDB33,OUT046,2548.815063
NCJ29,OUT017,1548.653687
FDZ27,OUT035,817.5891724
FDI40,OUT013,1642.567078
FDG22,OUT013,710.4483032
FDT51,OUT017,1978.791504
FDF20,OUT018,2908.946716
FDV50,OUT035,1944.646301
FDT02,OUT049,675.3110962
DRC49,OUT017,2426.795959
FDF26,OUT049,2596.472046
FDV52,OUT035,1962.317932
FDX59,OUT049,712.279541
FDV25,OUT035,3599.053406
FDW23,OUT027,2103.768311
FDE53,OUT018,1438.891602
FDA19,OUT017,2259.709534
FDH22,OUT046,1997.554443
NCO41,OUT013,1611.71759
FDX12,OUT017,4005.729614
FDF17,OUT013,3136.382263
FDS11,OUT045,3559.05658
FDR51,OUT035,2463.580444
FDT49,OUT010,210.664978
FDC56,OUT013,1980.225952
FDR13,OUT027,3396.398743
FDQ60,OUT035,2016.397461
FDN38,OUT049,4093.793213
NCL29,OUT013,2527.30365
FDO13,OUT027,4067.862854
FDE26,OUT018,2043.205566
FDA31,OUT010,844.8604736
FDX14,OUT035,1226.025635
FDA34,OUT045,2791.051514
FDF26,OUT013,2547.807434
FDE38,OUT045,2672.712341
DRI11,OUT046,1834.299805
FDQ60,OUT027,3384.174866
FDL21,OUT027,2162.879761
DRC12,OUT027,4477.213989
FDC47,OUT046,3584.722595
FDE57,OUT045,2262.011536
FDT14,OUT045,1896.283875
NCZ53,OUT046,3011.102112
FDE28,OUT018,3365.451538
FDR19,OUT035,2401.988281
